"","beta0.1","beta0.2","beta0.3"
"20467",5.04061303431052,5.04340363428092,5.10593630605975
"486",5.08439480375196,4.95131506228811,5.03303708634165
"10955",5.19794536712344,4.94413745322849,5.02969423661697
"23046",4.98357147931884,5.00548316397697,5.16540195536853
"21915",5.10773553968484,5.04016239761889,5.0368502823527
"20911",5.22951901624924,4.98150254159984,4.97691469476958
"18916",5.23129403026965,4.8649608672739,5.19570546748395
"11878",5.00220732923005,5.00454821864625,5.0721487519733
"20001",5.30205268291905,5.03625315904939,5.12203791205068
"19184",4.91344642730841,4.96488234618842,5.09250259337216
"22637",4.93431791313435,4.96070623976048,4.87309277976326
"16273",5.00044026458359,4.94486831096901,5.11896761463341
"17868",4.99834351905174,5.0262797434843,5.11566099636387
"14565",4.95109081577662,5.1103068978383,5.13169747137927
"9259",5.08222019195222,5.06900967768409,5.11175761696706
"14783",4.95740602067043,4.85086520200586,4.9288635190391
"8238",4.87122885228719,5.00940697233832,5.20025247435166
"5087",5.16119726080349,5.0246205350681,5.08453171403487
"11050",5.01613870833435,5.01888497646627,5.1581316799784
"21480",5.12918717666724,4.87207254410782,5.06116611160528
"21596",5.04091097326693,4.80498493214498,5.03925310807781
"1859",4.86014678571862,5.0262995765053,4.93346955669654
"21158",4.8203308080859,4.99531282252693,5.06647023622195
"10889",4.86763466116542,5.05926448972633,5.19967848756547
"3415",4.95042070812585,5.19684165807698,5.20000114572131
"11696",5.06336796526439,5.11856671485076,4.95226444713283
"16239",4.73463138236887,5.03830329642076,4.94199411835513
"7288",4.97993771100349,4.8498881853956,5.12168149770542
"17363",4.97465066236545,4.95686577951805,5.05289630251005
"11910",4.9466099096375,5.18541488342821,5.14617707904079
"25020",4.97838219091106,5.01555311607048,5.04583858489409
"11180",4.89224939935397,4.98598298256217,5.07284365698934
"17793",5.07663212835091,5.05603625506978,4.8870300313055
"5821",5.16799795853633,4.91235675296697,5.15603444735247
"1320",4.98538763891482,5.05597905385971,5.20238211143941
"16236",4.80328619508469,4.91544007389774,4.93201894735685
"24910",4.77941668889332,5.05182212276594,5.00041341061414
"15678",4.79495242125268,4.86342404736458,5.02588218252792
"2178",4.93886646786683,4.93904564421085,5.03843746910939
"17871",4.86974375125962,5.05480303727465,5.02784129992798
"21839",4.80691910655187,4.88569194348024,5.05399984614245
"2997",5.07587614038682,5.28393085900803,4.97487655226124
"9239",5.14463016068572,4.82722484895638,5.07916468001893
"24675",4.87344375903078,4.95387655107904,5.27206844091418
"18502",5.00005972295688,5.07992326701121,5.11264712205238
"5798",4.82803017110049,4.89772253470864,5.18727825601625
"15142",4.95642340248305,4.77114684329971,5.04555020917681
"20887",5.03316813720853,4.97317504014445,5.17760376243926
"20941",4.983176134462,4.90734824012711,5.12111731688625
"23239",5.17703986187653,4.92888605711789,5.06855690184139
"1635",5.02537307461899,5.08399273992549,4.9395048681871
"9909",4.93011610214594,4.97698000882823,4.99973954435633
"18594",4.83871079195362,4.87974441921711,5.0953667096585
"3512",4.76804036424907,4.91040585107602,4.99645972249642
"7360",5.1353378584657,4.91530501897365,5.08735373694884
"1389",4.92060212522353,4.96257022247334,5.13035702581447
"7850",5.11500026381902,4.90755404532361,5.1840373670421
"23879",5.00937082570565,4.929535233949,5.20909067530103
"23759",4.93530629452647,5.0554041493614,5.08815312968092
"6959",4.98563476535276,5.04264858270272,5.01410239756106
"17423",5.12481322336151,4.84558862812352,5.04333546348144
"7460",4.98826671461612,4.95603129317854,4.98337210054928
"16592",4.8751467335207,5.00809045957768,5.05397482956523
"1328",4.98445073268589,4.97839472698894,4.98627094128161
"15375",5.09287499391044,4.99079213575404,5.03972998578746
"25174",4.93892410586748,4.95078006898248,5.11659796673774
"1321",4.88205259044481,4.99290543381187,5.07697463977598
"18038",4.93754489232126,4.9561000551532,5.30542781207064
"5092",4.96264793200159,4.86921714129037,5.12242105293456
"21656",4.96512307743007,4.83882016324638,5.0935643021331
"2787",5.05575617819495,5.06060008816939,5.08308590315905
"1159",5.03949284970523,5.05113897466291,5.1316731771018
"22640",4.87866590473002,4.99209631290251,5.20093122916833
"15425",4.92784764412055,5.03516205222221,5.04121669499185
"16112",4.90961497567477,5.06224797069302,5.01128266212304
"10576",4.99317659457588,5.13368293292505,5.13769470609702
"5078",5.06515484733369,5.10840281760855,4.96803758874078
"25364",5.02302717907158,4.8021685536363,5.1481942719203
"1218",4.84491067891567,4.94981230923797,5.10844074109063
"12018",4.93207564085887,4.9203875749417,5.24892951810969
"6362",5.11175816461221,5.00908459898086,5.11353854113961
"4647",4.60337915894856,5.00001483618813,5.08258410713974
"9091",4.91140847647443,4.93443861254047,5.26180915281233
"22547",4.9550409524724,5.03919259845847,5.01002103455423
"19337",4.99823456074378,5.11722655759531,4.990050704311
"4417",4.95534147372753,4.91013982561526,5.00619954066612
"8691",4.92373675076638,5.11510342356787,5.07577697444008
"23294",5.09958598588909,4.79211798975014,5.0893851993872
"5838",4.7169269232584,5.06197956113636,5.09221056321277
"20254",4.91146539146084,4.88727088786696,5.16320867575268
"18485",4.95284268843398,5.10731561867559,5.12455536649055
"10735",4.76160770782762,5.12489634576696,5.0995373333777
"14213",5.03789568467979,4.8755525539342,5.12611778405048
"9703",4.98066354770602,4.91863272199746,4.94488490025438
"2476",4.94135185422469,4.919803371402,5.05314872773716
"24262",5.04237938128781,5.23243033594482,4.98650588914353
"23437",4.95452249470295,4.90806756908973,4.9632483633436
"22947",4.81201192860721,4.79761389908838,4.92032827742575
"23297",4.99894984122638,5.03767821669783,4.97668074440669
"9118",4.89681314195674,5.0875744014683,5.11899808704406
"17620",4.94774331333899,5.09282485814722,5.08571583198893
"11243",5.12600590814633,5.01548950842156,4.9602014536224
"23609",4.95665444185212,5.13712474031354,5.15450975030503
"21637",5.15156786453987,4.82039828978232,5.06254570259715
"14617",5.1642737463838,4.94485665372252,5.07897740231948
"4754",4.89147256214958,4.92955556007059,5.09164282878436
"25265",5.06176721722084,4.9542495855991,5.06540626515559
"17431",5.03256884789713,4.9383290439118,5.04569392996393
"8397",5.01723775572971,5.05470196262966,4.92587662274459
"19231",5.00554490016439,4.86657350737189,5.05933041422434
"9535",5.14649730581492,4.92702764466471,5.18247026839294
"20227",4.98756747452011,4.9078992637,5.03987136627619
"11837",4.96107684337356,4.93576761561211,5.21112856363498
"16732",5.12163558160671,4.90569795975754,5.05595033000102
"8843",4.68370737798676,4.99105326830018,5.24798570903036
"10250",4.93059840579358,4.95839166338821,5.0677320789761
"9180",5.01436427210102,5.02714917528802,5.17179934937393
"11929",5.09120666183676,5.06014917163411,5.11419243402704
"22710",4.91871865459988,4.83790010836112,4.96498817612068
"2041",5.10147532466993,4.99254767330987,4.99618137507983
"10154",4.78651147609957,4.99866804343882,5.07018429161161
"14577",4.90936272579321,5.00727209856679,5.10844086869258
"7672",5.01946672144768,5.06679112796113,5.11789040973982
"21251",5.06784984265344,4.73730012786391,5.14063113773261
"24791",5.09199422874172,4.8927639819824,5.03941779318356
"4162",5.13015247295982,4.86908673777132,5.03852422567124
"8177",4.96902912193976,5.04325557685605,5.03015232377917
"2869",4.78473546563212,5.13123003555867,5.09482330543556
"8151",5.03995215825323,5.02525319064619,5.02552941716284
"8183",4.68774026576884,4.8807653574892,5.15560454527804
"1812",5.01427665075585,5.14254111810167,5.14805195871025
"24714",5.28045277187067,5.004240984121,4.93498993463939
"15058",4.90848248131195,5.05450705807359,5.1016081346975
"10528",4.86144919702438,4.87225000172438,5.13614015440992
"17740",5.13858837971903,4.84365071933753,5.09876869949933
"12718",4.89657154376165,4.84238645925706,5.06073027112009
"12634",4.89145511599804,4.8615346635,5.08845908895553
"9121",5.15221464158458,5.05964560042059,4.97332430835207
"20315",5.10767223954144,4.78447668130612,5.11093548537546
"19668",4.91783859140815,4.88829535311011,5.16301944602043
"14802",5.00927541564185,4.84643785701293,5.24619058274949
"5997",4.92942442434791,5.00685451575345,5.0472731489943
"13174",4.98659695666199,5.01780557990089,4.95460899169936
"14175",5.02040174272995,4.87240170392145,5.16214683114029
"12962",5.11927256939471,4.97959332359613,5.04451448821185
"5445",5.06468675279353,5.03310439567133,5.13479926927483
"16214",5.04128195711619,5.17277335373841,5.06655447605487
"4844",4.84430993698529,4.89464661943957,5.08309118698831
"25112",5.08675277880134,5.09191154075523,5.14460976304239
"11165",4.91896765729531,5.09323105710085,5.14402879321267
"3763",5.01954104297405,4.91467296387766,5.0227443902617
"5796",5.02516545314447,4.9906936269642,5.10511433398296
"3656",4.9986540912795,4.97609102693555,5.04239594806482
"1827",4.95364608611176,4.99113624038013,5.08672550406671
"10788",5.11032183598824,5.00123522062937,5.04993980482054
"6012",4.86111751719437,4.91806566061681,5.09397531725989
"22030",5.0676902550162,4.93010395494935,5.3284976977366
"22046",5.15287060442433,4.9685345584367,4.98694509013807
"17535",4.92634442984823,5.05856843844051,5.14741167602738
"7247",5.01356464973431,4.87462626252456,5.04644824632322
"9643",4.83387694438392,4.87177334309079,5.10366246751649
"18643",4.99793616188245,5.10094336259399,5.06844768884396
"5417",5.16707495578119,4.9677040945282,4.95234261509401
"24405",4.96341107151679,4.89038292950032,4.99390786419524
"13622",4.89105117078506,5.04900283404034,5.1257655828129
"5562",5.03355547329691,4.73321426680512,5.06132435331217
"4621",5.10842375751176,4.99288746245444,4.99072077227517
"1725",4.93806996641925,5.01153177753687,5.06491587291967
"52",5.14369507735287,4.84778095760019,5.06748539324521
"16301",4.89971947361436,5.10025271489317,5.11768876126643
"7012",5.02801470300197,5.09169167459288,5.04359585348779
"19782",4.78203914381835,4.92162112379158,5.16872541967502
"23344",4.95860925233412,4.87724005744326,5.04537399427153
"567",4.95271029465143,4.96300588781488,4.99511464772134
"17376",4.69155202498054,5.0522829825632,5.19995387407609
"5383",5.0454699234096,4.8520968528344,5.16675351571325
"9257",4.93194864442445,4.97442505033472,4.98197799470943
"9456",5.01622471289994,5.11169196065742,5.16382930646993
"8699",4.90356545282054,4.95797506239753,5.14849186706546
"9184",4.94510481402682,4.97558540947196,5.07428564771787
"13624",4.83232742138648,4.87666778146764,5.1554650923482
"6408",4.97951823130932,4.99390351982747,4.95866339595328
"5108",4.91421740949141,5.02856088371224,5.02746029522777
"5677",4.98029686627623,4.88064659453252,5.03510409746828
"10848",5.00755481743929,4.80872739452727,5.13639901535382
"8999",5.12272012111587,4.8200278776534,5.12152317242184
"24638",5.20361629491841,4.94816321670128,5.22714853737722
"19762",4.61926392817756,5.31420755338999,5.05115884469226
"21014",5.06519461446866,5.11003384626909,5.03747556272187
"17207",4.99799530749593,4.97408566427919,4.9841818585213
"13034",5.08318329228665,4.86731660923898,5.20162776289394
"9010",4.85883997569476,5.1436768288664,5.10910904062221
"15328",5.03485842526961,5.11443388638821,5.02510708162473
"433",4.89229653570955,5.05744459505733,5.01089424232102
"15700",4.79499491686861,4.95667908484025,5.11438498089836
"2029",5.0986244004889,4.89055901957508,5.06396075365034
"14288",5.10804321521213,4.94673243825877,5.06281143787848
"21211",4.98685422907209,4.85457469900427,5.09495802978538
"1640",5.15322432228005,4.83848867314127,4.91563700275014
"22852",4.89511331627781,5.0905548806427,5.14529385219877
"13267",4.97348971058168,4.8898224889074,5.02616651680924
"13905",5.11616253731705,4.99781915963482,5.08792458236583
"24340",4.95188020968151,5.057205390696,5.02037847411696
"664",4.94751787364366,5.02349302620736,5.06756861523001
"23098",5.10438893769363,4.87916943523492,5.09995640851124
"4839",4.87150466632837,5.22744873132503,5.09878844625488
"7517",5.10893895895593,5.05176399653958,5.13653656075885
"5332",4.91874297860323,4.85130961842383,5.14589382038561
"6190",4.84390108218946,4.93560378850246,4.94118350745259
"2883",5.2062019529576,5.02069010545762,5.00918018292288
"13851",4.87880285064312,4.88921373968091,5.16421871537939
"21417",4.76204614472818,4.88216806125375,4.96454861314625
"10269",4.94118958563702,5.05966970249586,5.01761867268518
"14686",4.93789250621493,5.11598249308077,5.10669030021886
"13127",5.02446881793781,4.83572340432092,5.0399796896645
"12918",4.8099993519813,4.84212819082346,4.90576760817541
"16096",5.05078764565381,4.97392548227824,5.07547757416881
"649",4.89272060676274,4.94343964144144,5.18739512678044
"4440",4.90292647254231,4.98910843501622,4.97654631025162
"7463",4.75255022723482,4.89567352112674,5.07641356217826
"83",4.998265815963,4.96672417209636,5.08241139163654
"3881",5.03444374068595,5.0993957369623,4.99522360487093
"7179",5.07921538184802,5.13263950166538,5.05329141834228
"5492",4.89046373771466,4.95193859182437,5.05005017575932
"398",5.02738354033114,5.0369568371215,5.23888598023496
"6145",4.96682293100793,5.05172842734778,5.22174543382609
"21574",4.81124009190943,5.05344477148463,5.04722310105236
"12004",4.93290369646938,4.78951885124819,5.002609031379
"11741",5.32954651076711,4.95321068807742,4.92140587557178
"3826",4.93106839911246,4.93529792749356,5.07662716115471
"242",4.91380393114241,5.02678608226058,5.10577897653208
"8113",5.05491023619073,5.03363799278422,5.10848302686188
"21953",4.87810759810957,4.83506741643008,5.0523898648687
"10923",4.86060372073122,4.94117279513563,5.22016394657974
"14064",5.22024760270966,5.11234422088557,5.09041480742991
"4505",4.89847840437368,5.04650240376129,4.96161952259036
"4508",5.03989681117735,4.80988854980867,5.15905464154135
"18124",4.75759749475499,4.90653318079593,5.04964417268813
"17382",4.87142963746112,4.9227954054926,5.06179622279813
"22874",5.01048863209069,4.93823111783228,4.98822778675047
"5889",5.06594883774972,5.06729722817002,5.21210562151093
"3083",4.88601809055737,5.08769949029974,4.97913926422561
"11383",5.12092057277761,4.96705235457268,5.05760416784283
"3603",5.07505525758917,4.88856916368517,5.00928615571501
"24252",5.17346995150946,4.95668007448685,5.05750628142333
"4340",5.12352115277269,4.96694698660573,5.03084212854011
"5962",5.07286944689796,4.90476693155495,5.0605303982571
"8159",4.90157961763264,5.1914000798752,5.08392679883098
"310",4.91279681945521,4.76772801743715,5.16038433162513
"19083",5.0880679287485,5.12543193185625,5.00744098489077
"14322",5.12565585216539,5.06758597442285,5.02367459038816
"14405",4.94032844360258,4.94552241851576,5.06304625820461
"23375",5.1509762708839,5.10202908548053,5.0341286645219
"1098",5.14837345342056,5.04755155563382,5.07148832745132
"7569",4.95603734818609,4.96981193076932,5.08346153135345
"5024",4.88470782734247,4.8484868205117,4.97639092313476
"12395",4.8182135632873,4.99844618573779,4.96191449864148
"14854",4.92500172575747,4.89075849051604,5.15812508183287
"21298",4.83746750890646,4.85490345762124,5.03654195757253
"24943",5.01838129516426,4.91112272992817,5.20715288824252
"10630",4.83952110976629,5.06671193046211,5.11084747233017
"19393",4.94980700538053,4.92345693502998,5.18406145834106
"11503",4.98071449908895,5.00061828691364,5.00193950589393
"15527",4.9094314258661,4.87024917818816,5.09702217579932
"16764",4.86401855740058,4.92814931047706,5.12701438011906
"2567",5.051732498842,4.97043775971648,5.10248771309525
"16315",5.09971622937034,4.99194761362533,5.10385740304812
"3296",4.90035288452896,4.99471447116216,5.01700382499933
"1290",5.01852360049875,4.91752455405787,4.97333613235636
"11914",5.13868316417682,5.18738371541033,5.00549288148746
"24799",5.15838761672153,5.01556095674153,5.14980789935337
"15646",4.9331067209974,5.28361011568526,5.08763855189589
"9202",4.92188966341049,5.21810150444305,5.02369827361551
"12011",4.83125059092617,4.97641029952188,5.06687363389887
"10973",4.84129532523928,5.12797288855813,5.06073305695646
"5252",4.9092783467276,5.16028962884204,5.18271009085457
"9895",5.06601271861071,5.07106171456843,5.08255766195084
"10053",5.02705586071216,5.04380261164693,5.0491259464534
"18631",5.0620421848962,5.1485655307515,4.9692859761156
"11430",5.13560440267918,4.98510325456187,4.97692058797416
"22077",4.92456412009486,5.01635124282915,5.15293473782492
"14434",5.11530556037165,5.01643939867341,5.13523000836962
"3270",5.09190191802733,4.7819146147918,4.88981520512085
"3736",4.92571815187001,5.09970410595389,5.09669026548895
"8961",4.994580321981,4.92455182035766,5.08362326968513
"1966",4.96914705600107,5.03341822524888,5.09737516316344
"18752",4.90077383847107,4.93034681922937,5.04608211584105
"17990",4.75918168201543,5.19587313237768,4.934751733508
"10762",5.07299683986175,5.01821321295389,4.99893413720373
"22939",4.92496054260738,4.95775252256363,5.09705764651328
"20527",5.00062372245272,5.0550013792901,5.16614177742436
"6787",4.98635169309143,5.11537249867839,5.138876911509
"14464",4.99251732933348,5.0785494557113,5.1347071374821
"22998",5.22930274911888,4.81272499543607,5.15304943591793
"8704",4.88160026837299,5.17062953481245,5.0660486230063
"911",4.89774073224492,4.93069588722699,5.08637656845224
"13070",4.9037653170669,5.05572983561403,4.99749980808307
"7590",4.95698646041376,4.96223035013998,5.04310094753825
"16026",5.14124944794831,4.86890801901643,5.14008508077769
"23025",5.0643532531677,5.23315876165663,5.00911984986367
"1135",4.87214172209685,5.03007974604409,5.16776927586677
"17188",4.76979936783955,4.9205054207768,4.92595758675057
"21475",5.25778319689006,5.07301527577176,5.10756006780442
"20728",5.05710935522307,4.90021670873631,5.08494292692892
"3175",5.15944897176345,5.02572445703084,5.08131944598607
"17942",4.88765557955505,4.94555963660123,5.05324432000302
"16079",4.9822689271225,4.94162595789837,5.19645314222137
"10858",4.90928911548086,5.0945851407413,5.02952454754748
"14168",5.14210399283091,5.02645758667592,5.09212433458179
"16188",4.8155551587264,5.07746340248904,5.11985083333612
"11687",5.06120790873604,4.93487637319616,5.04357612247343
"17585",4.96113643267017,4.93860059107836,5.18634686389767
"16563",4.95648494852986,4.90813981241119,4.9896858067242
"3097",5.07227840896534,4.98753066824444,4.92471643161513
"8637",5.10690000069101,5.00628770777,5.0149252851496
"20343",4.9756538530717,4.9372441197439,5.03590353210976
"2325",4.94476282263973,4.89584406140206,5.22495598790476
"10713",5.11944601239049,5.04606848971251,5.17088258551075
"11185",5.35934636691413,4.80796708119575,5.04555148640061
"20200",5.1614486359942,5.08536896395531,5.07229087022809
"7473",5.18726654211124,4.78583256032172,5.0793092349799
"17815",5.05139827095261,5.12947493475267,5.08287690971687
"2582",4.77872193785979,4.83228411303873,5.0616134572473
"3734",4.7860615106117,4.98584083764318,5.104140779814
"23171",4.89563244466224,4.81736626346823,5.13717530351367
"23932",5.29178816254992,5.02612516537707,5.12511222707612
"2583",4.8117045546958,5.08496936710623,4.953760556459
"1754",5.01040033885814,4.90289109561795,4.92633233405267
"9108",4.96485744301326,5.07349722179799,5.02254260615426
"22767",5.11087951799746,5.04480326824412,4.89541983968761
"24658",5.32383648607175,4.74863346276268,5.18495212422377
"11972",4.87790310638549,5.01405645203498,5.06208459144169
"4887",5.09612831035461,4.81694658679626,5.11205648670076
"10153",5.04621919276794,5.14454849578221,5.11787727375584
"13416",5.30793391767286,4.83990554505372,5.12413344254579
